Source IP,Destination IP,NumRepititions,AvgPeriod,PeriodVariance,label
192.168.224.139,209.119.207.147,7,267.9248248571428,6946.784105217879,non-beacon
192.168.171.233,162.66.170.103,4,314.5586045,71903.37350744414,non-beacon
192.168.57.119,14.25.221.28,11,143.38624500000003,16114.710296738787,non-beacon
192.168.129.95,97.101.65.144,7,183.43137885714285,14975.096424295985,non-beacon
192.168.171.233,237.5.84.170,3,626.0330083333333,33309.95174623788,non-beacon
192.168.224.139,179.117.223.69,6,300.56532983333335,44632.574181844284,non-beacon
192.168.57.119,33.102.39.78,4,183.41368425,2685.430096980806,non-beacon
192.168.57.119,46.202.95.183,7,180.74426714285715,14484.69379723137,non-beacon
192.168.48.57,182.50.74.63,3,282.33515933333337,53474.15713297178,non-beacon
192.168.230.226,52.219.20.96,3,617.3702263333333,260629.23598918426,non-beacon
192.168.171.233,70.185.71.234,6,320.10236683333335,16602.471398624853,non-beacon
192.168.7.79,160.169.111.191,3,552.5068190000001,80939.08112829794,non-beacon
192.168.230.226,42.241.43.75,6,269.01898866666664,41276.67613164255,non-beacon
192.168.224.139,20.22.216.180,1,1112.780976,0.0,non-beacon
192.168.182.235,145.236.188.111,2,68.19181800000001,2507.183152368399,non-beacon
192.168.182.235,198.129.231.194,7,217.99053471428573,54036.412683071954,non-beacon
192.168.7.79,227.89.101.111,2,328.48182049999997,68091.22237187365,non-beacon
192.168.230.226,162.160.133.38,4,209.000837,35321.97005212663,non-beacon
192.168.129.95,209.119.207.147,8,174.715712125,47919.30949734617,non-beacon
192.168.48.57,157.239.12.161,7,252.70179457142854,35200.4174800838,non-beacon
192.168.90.169,63.250.178.141,4,205.13006124999998,14885.048318613352,non-beacon
192.168.7.79,21.167.96.146,3,158.45577566666665,6449.370407160007,non-beacon
192.168.7.79,194.208.26.60,8,242.70530675,32129.76964583397,non-beacon
192.168.90.169,5.228.91.19,2,507.68156600000003,65615.2646568243,non-beacon
192.168.224.139,52.219.20.96,6,232.7787668333333,44498.965059925664,non-beacon
192.168.230.226,209.119.207.147,2,322.27534749999995,4547.867051953503,non-beacon
192.168.224.139,14.25.221.28,6,262.1085855,70042.99957412279,non-beacon
192.168.171.233,19.77.67.133,4,211.62591700000002,3264.877636018714,non-beacon
192.168.7.79,203.231.36.90,8,160.769902875,33238.685466109455,non-beacon
192.168.230.226,93.150.226.101,4,410.061559,30325.913240874004,non-beacon
192.168.171.233,23.77.105.144,2,408.99890750000003,212.7832092551899,non-beacon
192.168.90.169,85.221.3.254,8,213.504370125,17470.64301468511,non-beacon
192.168.48.57,237.5.84.170,3,580.408078,192468.6357839651,non-beacon
192.168.171.233,232.193.86.43,7,233.20400285714285,28376.084400716038,non-beacon
192.168.7.79,182.179.151.116,7,232.8703482857143,26278.600288844606,non-beacon
192.168.171.233,194.108.31.82,5,357.6520016,53626.280305726454,non-beacon
192.168.171.233,219.26.220.73,7,238.05674785714288,60159.56694635185,non-beacon
192.168.57.119,121.232.61.7,6,263.26369900000003,71538.87132915105,non-beacon
192.168.171.233,121.232.61.7,4,312.78405025,53188.48589264996,non-beacon
192.168.104.126,206.141.44.227,5,310.3386566,42763.436995691285,non-beacon
192.168.57.119,151.210.130.87,4,281.18605449999995,26922.356664625484,non-beacon
192.168.57.119,232.193.86.43,5,340.87924640000006,39506.04546816506,non-beacon
192.168.90.169,138.153.41.49,6,228.5382215,35482.92119825089,non-beacon
192.168.57.119,23.77.105.144,8,200.88102025,16228.698628304386,non-beacon
192.168.224.139,213.76.151.245,7,248.96780814285717,47793.00681655576,non-beacon
192.168.230.226,29.79.223.76,1,921.9433389999999,0.0,non-beacon
192.168.230.226,69.167.218.202,7,256.4480735714286,79398.49373607698,non-beacon
192.168.7.79,33.102.39.78,3,623.3033740000001,70638.84066680477,non-beacon
192.168.182.235,35.177.204.157,6,132.26083016666666,6536.297197352979,non-beacon
192.168.48.57,35.177.204.157,3,551.5390560000001,273605.84730449994,non-beacon
192.168.182.235,30.90.237.219,2,288.751416,80532.93638596153,non-beacon
192.168.48.57,19.77.67.133,2,707.704712,154890.86523128566,non-beacon
192.168.57.119,160.169.111.191,6,295.27698633333335,47312.01692376356,non-beacon
192.168.7.79,50.21.198.225,8,235.8781655,19600.18083029557,non-beacon
192.168.171.233,197.3.133.194,11,143.04313354545454,10696.640839995789,non-beacon
192.168.104.126,174.246.252.136,5,192.3700954,13192.867030180743,non-beacon
192.168.171.233,14.25.221.28,7,272.144934,98625.91684626193,non-beacon
192.168.7.79,19.77.67.133,4,276.67721025,29723.55073665408,non-beacon
192.168.7.79,70.185.71.234,9,159.28908311111113,19685.013929171688,non-beacon
192.168.104.126,198.129.231.194,5,342.0440794,16891.47207863261,non-beacon
192.168.171.233,160.169.111.191,4,313.1508245,14930.029664977583,non-beacon
192.168.7.79,26.72.47.77,10,171.3423133,12403.013165536317,non-beacon
192.168.182.235,197.3.133.194,8,237.2270905,69312.31872513866,non-beacon
192.168.104.126,151.210.130.87,7,261.4401774285714,18365.190751323793,non-beacon
192.168.57.119,250.118.100.193,8,213.360436625,19516.36395225903,non-beacon
192.168.230.226,85.221.3.254,7,225.22419985714285,63624.78415150177,non-beacon
192.168.48.57,171.45.185.101,2,318.396784,16081.29526433021,non-beacon
192.168.104.126,167.81.251.153,6,308.90773583333333,120858.56971925288,non-beacon
192.168.182.235,21.18.50.97,4,462.94250425,246673.68493150923,non-beacon
192.168.129.95,85.221.3.254,3,316.41431800000004,19930.276726290176,non-beacon
192.168.57.119,68.255.22.108,3,400.4015356666667,16680.909385380528,non-beacon
192.168.48.57,56.114.13.97,5,298.1593668,21302.181380428032,non-beacon
192.168.57.119,17.202.158.96,7,246.88211128571427,40831.35221000489,non-beacon
192.168.129.95,172.236.117.6,5,140.0483302,3263.769442012985,non-beacon
192.168.230.226,138.153.41.49,3,429.79954100000003,129640.41923779417,non-beacon
192.168.129.95,52.219.20.96,2,490.06423799999993,52114.64024656132,non-beacon
192.168.7.79,198.129.231.194,4,304.18229925,83414.77048457724,non-beacon
192.168.230.226,150.10.223.167,3,156.947999,11554.513022968773,non-beacon
192.168.182.235,163.175.244.245,5,299.4022034,15764.942294203665,non-beacon
192.168.129.95,138.153.41.49,6,130.79655516666665,4792.1348450566,non-beacon
192.168.230.226,175.67.119.150,6,278.44262,44023.13941449008,non-beacon
192.168.7.79,121.232.61.7,6,305.13935266666664,132066.40792674592,non-beacon
192.168.57.119,174.246.252.136,8,193.4440155,18001.376905600355,non-beacon
192.168.90.169,29.79.223.76,8,188.23827699999998,12824.25595723747,non-beacon
192.168.171.233,106.158.83.36,8,229.848935,101502.41021891497,non-beacon
192.168.224.139,235.131.90.73,5,358.0012036,61884.84462862625,non-beacon
192.168.7.79,14.224.71.36,3,308.6479946666667,49490.43935573028,non-beacon
192.168.171.233,17.202.158.96,4,368.27751825,44772.50853715023,non-beacon
192.168.57.119,70.185.71.234,5,317.21581819999994,159886.55602985248,non-beacon
192.168.57.119,153.167.209.16,4,300.91733975,76617.12758232107,non-beacon
192.168.171.233,171.45.185.101,4,272.75200800000005,6631.61916570799,non-beacon
192.168.182.235,46.202.95.183,3,470.94439400000005,47622.185685351316,non-beacon
192.168.104.126,16.101.216.82,7,258.58508985714286,41703.98156584129,non-beacon
192.168.57.119,167.121.138.70,6,308.66144349999996,25470.39010107009,non-beacon
192.168.230.226,21.18.50.97,9,198.76616677777778,28038.972588119163,non-beacon
192.168.7.79,22.171.204.113,4,352.24882325,100772.98123333817,non-beacon
192.168.48.57,16.101.216.82,8,231.46087875,31671.475183203103,non-beacon
192.168.7.79,213.76.151.245,7,195.67870757142856,30855.781193640698,non-beacon
192.168.90.169,53.32.10.8,5,352.0407538,38628.64026488502,non-beacon
192.168.224.139,70.185.71.234,4,296.57608000000005,103911.83837559377,non-beacon
192.168.104.126,46.202.95.183,5,162.62628060000003,5326.518264035856,non-beacon
192.168.182.235,138.153.41.49,3,377.88944466666663,113124.32691268297,non-beacon
192.168.57.119,30.90.237.219,5,297.3488574,92356.57082719852,non-beacon
192.168.57.119,135.158.164.91,4,122.70496625000001,11169.059659699367,non-beacon
192.168.104.126,145.236.188.111,10,173.4905753,16771.02722799604,non-beacon
192.168.224.139,53.32.10.8,3,541.3493023333333,1441.7671526742258,non-beacon
192.168.171.233,209.119.207.147,5,114.8340962,4042.7716695166637,non-beacon
192.168.230.226,35.177.204.157,7,238.0194127142857,31799.12117683906,non-beacon
192.168.57.119,70.205.241.102,6,172.9841061666667,17263.810186726405,non-beacon
192.168.182.235,85.221.3.254,5,240.7176364,22886.94920575249,non-beacon
192.168.7.79,237.124.204.127,3,185.48785166666661,40337.50743433156,non-beacon
192.168.7.79,162.66.170.103,3,503.469993,42092.143427512034,non-beacon
192.168.224.139,21.167.96.146,2,451.341867,64823.650011912076,non-beacon
192.168.57.119,190.212.28.150,7,221.83983085714289,41566.38532102616,non-beacon
192.168.90.169,171.45.185.101,3,583.047468,74866.95294232146,non-beacon
192.168.104.126,21.18.50.97,4,248.54293324999998,31011.781936436106,non-beacon
192.168.129.95,232.52.180.193,5,279.848219,48348.40418940065,non-beacon
192.168.171.233,21.167.96.146,5,284.3974632,36532.03294252147,non-beacon
192.168.90.169,172.236.117.6,2,465.60489499999994,5274.524110594571,non-beacon
192.168.224.139,5.228.91.19,3,464.811582,62531.61282010496,non-beacon
192.168.90.169,219.13.68.28,5,343.1301184,33621.081145623175,non-beacon
192.168.104.126,99.102.248.220,5,312.21573240000004,10383.930973698389,non-beacon
192.168.104.126,17.202.158.96,4,321.1267725,74876.38665872367,non-beacon
192.168.7.79,5.228.91.19,9,193.2985438888889,66470.3457279123,non-beacon
192.168.224.139,68.255.22.108,6,242.05715516666666,46649.43296510948,non-beacon
192.168.129.95,202.239.219.71,1,92.19741499999998,0.0,non-beacon
192.168.7.79,162.160.133.38,6,248.10446433333334,13267.931707092823,non-beacon
192.168.171.233,63.250.178.141,1,883.125452,0.0,non-beacon
192.168.7.79,167.183.151.170,8,228.647571,25056.940938019867,non-beacon
192.168.57.119,194.108.31.82,4,466.76569275,37873.863012164744,non-beacon
192.168.57.119,224.209.228.244,5,325.3535512,138900.85180306033,non-beacon
192.168.230.226,158.165.30.136,8,100.438897,11940.736847857524,non-beacon
192.168.48.57,250.118.100.193,9,217.64802355555557,27231.490582186576,non-beacon
192.168.7.79,167.121.138.70,4,364.716583,28261.759652526303,non-beacon
192.168.182.235,84.75.50.4,8,152.24121524999998,36475.90439334198,non-beacon
192.168.171.233,103.192.145.243,6,267.329897,47409.305643589556,non-beacon
192.168.224.139,27.166.226.121,8,212.902631375,16900.02440011406,non-beacon
192.168.7.79,97.101.65.144,6,252.94807466666666,15086.733545915098,non-beacon
192.168.182.235,101.16.169.24,5,310.73634380000004,25928.7840674125,non-beacon
192.168.7.79,219.26.220.73,4,392.43526775,113523.04636266814,non-beacon
192.168.182.235,114.13.31.171,7,253.98385542857142,37483.490476986,non-beacon
192.168.7.79,27.166.226.121,5,242.28368419999998,41748.93681952621,non-beacon
192.168.171.233,167.81.251.153,6,296.63269916666667,28090.77990481246,non-beacon
192.168.48.57,150.10.223.167,5,315.9464642,132923.05164727068,non-beacon
192.168.48.57,21.167.96.146,5,359.9729594,43448.979879574894,non-beacon
192.168.48.57,70.185.71.234,5,325.7965826,28734.215442185476,non-beacon
192.168.7.79,30.144.50.174,5,369.772901,86681.19351911495,non-beacon
192.168.104.126,160.169.111.191,6,204.96733716666665,21853.007376377165,non-beacon
192.168.104.126,232.52.180.193,2,81.85792249999997,2392.301230167487,non-beacon
192.168.171.233,101.16.169.24,4,285.803372,30168.15886865621,non-beacon
192.168.230.226,167.121.138.70,4,238.58668724999998,21879.08693817165,non-beacon
192.168.224.139,99.102.248.220,3,297.9778843333333,18996.31410918527,non-beacon
192.168.171.233,33.102.39.78,3,577.1871963333333,145827.6593609087,non-beacon
192.168.104.126,194.208.26.60,1,22.91864099999998,0.0,non-beacon
192.168.171.233,22.171.204.113,3,507.3236816666667,306715.6115891678,non-beacon
192.168.171.233,237.124.204.127,4,207.64087925,13639.91104565572,non-beacon
192.168.171.233,50.21.198.225,12,133.83898125000002,15251.440451026834,non-beacon
192.168.224.139,70.35.134.58,1,1338.032207,0.0,non-beacon
192.168.129.95,228.53.176.71,4,356.7718375,60965.37490739258,non-beacon
192.168.230.226,25.153.141.133,9,119.62454766666666,7558.263007497006,non-beacon
192.168.7.79,70.35.134.58,4,352.66061675000003,90737.03597876619,non-beacon
192.168.230.226,182.50.74.63,4,382.92495425,34377.96913462644,non-beacon
192.168.90.169,182.179.151.116,5,279.3043724,70653.40306484322,non-beacon
192.168.171.233,172.236.117.6,2,255.270118,747.4153438544072,non-beacon
192.168.48.57,246.236.253.179,5,335.89008359999997,88329.62535045673,non-beacon
192.168.7.79,68.255.22.108,6,292.31112616666667,33282.69397529068,non-beacon
192.168.129.95,56.115.130.114,11,169.12175163636363,17753.763515863266,non-beacon
192.168.90.169,59.156.101.132,6,315.12655416666666,52502.80285322092,non-beacon
192.168.129.95,220.29.172.245,4,410.55325949999997,66106.50122423955,non-beacon
192.168.90.169,194.108.31.82,5,257.22260800000004,20461.303399614415,non-beacon
192.168.224.139,171.45.185.101,3,360.8647673333333,11393.686115786484,non-beacon
192.168.171.233,146.128.203.191,2,423.0683595,17995.67235505456,non-beacon
192.168.171.233,29.79.223.76,3,464.49694466666665,28434.366902523605,non-beacon
192.168.224.139,225.174.178.178,2,394.2694,6024.810687079711,non-beacon
192.168.57.119,182.179.151.116,2,503.24687850000004,8123.399144399706,non-beacon
192.168.7.79,194.108.31.82,5,241.51010619999997,24365.47598265771,non-beacon
192.168.230.226,70.35.134.58,6,231.11924,8529.305241975746,non-beacon
192.168.90.169,30.144.50.174,14,124.4051302142857,41197.38666208425,non-beacon
192.168.7.79,25.153.141.133,9,199.44491055555557,85030.9255127061,non-beacon
192.168.182.235,38.135.209.159,5,346.0693464,205095.1286547251,non-beacon
192.168.224.139,103.192.145.243,9,202.52197566666666,35561.21302828741,non-beacon
192.168.129.95,5.228.91.19,7,258.13457971428574,77444.3076615088,non-beacon
192.168.104.126,179.5.91.151,5,165.6855332,33320.76056877365,non-beacon
192.168.224.139,56.115.130.114,8,221.67815762499998,16695.93651297288,non-beacon
192.168.129.95,14.25.221.28,9,185.61984144444443,11953.42443846159,non-beacon
192.168.224.139,163.175.244.245,7,231.5344107142857,58065.09566717631,non-beacon
192.168.171.233,84.75.50.4,9,183.4457377777778,8736.600715082706,non-beacon
192.168.48.57,70.35.134.58,1,550.1965830000001,0.0,non-beacon
192.168.171.233,14.224.71.36,5,285.8740478,63494.08118296879,non-beacon
192.168.90.169,70.185.71.234,11,148.30199181818182,18055.661928876492,non-beacon
192.168.57.119,225.174.178.178,4,384.15281949999996,93227.39735452295,non-beacon
192.168.104.126,52.219.20.96,10,155.718681,15681.169274454664,non-beacon
192.168.104.126,5.121.95.151,6,168.05729133333332,15835.617115867675,non-beacon
192.168.57.119,206.141.44.227,2,572.9875825,211954.75382437912,non-beacon
192.168.182.235,203.231.36.90,2,501.08048599999995,23877.211659510773,non-beacon
192.168.182.235,70.205.241.102,2,376.2959875,87591.34345493079,non-beacon
192.168.104.126,85.221.3.254,5,267.2463196,35230.89558344605,non-beacon
192.168.57.119,70.35.134.58,8,225.095544625,27561.015714086883,non-beacon
192.168.171.233,194.208.26.60,1,676.5734519999999,0.0,non-beacon
192.168.230.226,182.179.151.116,2,387.0248519999999,8058.140321451009,non-beacon
192.168.182.235,194.208.26.60,5,347.20826339999996,76617.65469299359,non-beacon
192.168.129.95,14.224.71.36,4,419.16877824999995,86576.3550454684,non-beacon
192.168.182.235,135.158.164.91,2,821.641752,611238.9363605502,non-beacon
192.168.57.119,53.32.10.8,4,377.292281,80544.46247693282,non-beacon
192.168.171.233,123.207.87.93,4,365.51095125,23757.288307775252,non-beacon
192.168.57.119,185.251.245.43,7,254.69805528571428,20211.642456487873,non-beacon
192.168.57.119,175.67.119.150,5,267.9530754,27218.515137894865,non-beacon
192.168.90.169,224.209.228.244,2,709.2110125,177785.53610522707,non-beacon
192.168.48.57,182.179.151.116,2,345.0374015,62170.474247706006,non-beacon
192.168.48.57,213.76.151.245,1,390.7352050000002,0.0,non-beacon
192.168.224.139,57.22.100.171,5,353.47483339999997,77793.91034478656,non-beacon
192.168.57.119,138.153.41.49,6,305.4611888333333,58613.729505010146,non-beacon
192.168.171.233,227.89.101.111,11,158.28986645454546,14441.626448576855,non-beacon
192.168.48.57,29.79.223.76,7,279.87474785714284,36059.56883356644,non-beacon
192.168.7.79,197.3.133.194,3,388.5013636666667,226565.57377518876,non-beacon
192.168.7.79,146.128.203.191,4,359.16468075000006,120642.92318726101,non-beacon
192.168.230.226,20.22.216.180,9,164.00968066666667,8915.343658057564,non-beacon
192.168.129.95,38.135.209.159,3,374.8925016666667,16765.459354669456,non-beacon
192.168.48.57,197.3.133.194,1,942.1171400000001,0.0,non-beacon
192.168.182.235,213.76.151.245,7,216.0276254285714,81306.75418957027,non-beacon
192.168.224.139,175.67.119.150,4,280.708868,20034.839557460728,non-beacon
192.168.171.233,198.129.231.194,5,257.29949539999996,75061.67464673001,non-beacon
192.168.129.95,21.167.96.146,7,191.1440152857143,30725.487281668007,non-beacon
192.168.224.139,194.108.31.82,5,189.8548012,44017.497933546685,non-beacon
192.168.230.226,162.66.170.103,2,829.2168855,369264.57352263056,non-beacon
192.168.48.57,162.66.170.103,4,369.36687900000004,73751.69855552104,non-beacon
192.168.104.126,209.252.132.103,3,151.54853566666665,5895.105481644313,non-beacon
192.168.230.226,237.124.204.127,8,194.657756375,23897.48521036529,non-beacon
192.168.129.95,237.5.84.170,6,255.8155885,47474.97336914934,non-beacon
192.168.182.235,56.115.130.114,4,403.32407,61363.36912048882,non-beacon
192.168.90.169,250.118.100.193,10,188.4079222,11187.973789448775,non-beacon
192.168.7.79,185.251.245.43,9,157.40114133333333,25474.41662998835,non-beacon
192.168.129.95,237.124.204.127,5,312.24722299999996,95987.21029108115,non-beacon
192.168.171.233,213.76.151.245,2,658.2604125000001,329870.3819019428,non-beacon
192.168.224.139,206.141.44.227,4,436.16324175,47432.909367148975,non-beacon
192.168.57.119,57.22.100.171,4,415.31426200000004,141288.83591926005,non-beacon
192.168.182.235,23.77.105.144,2,870.0013515,3599.602870952797,non-beacon
192.168.230.226,202.239.219.71,3,349.04544400000003,132744.5287604449,non-beacon
192.168.48.57,56.115.130.114,7,134.08425328571428,4198.519529184338,non-beacon
192.168.104.126,26.72.47.77,5,379.3517992,128831.24187260421,non-beacon
192.168.230.226,185.251.245.43,5,338.79653240000005,50507.55498290527,non-beacon
192.168.57.119,21.167.96.146,7,257.41821957142855,58578.43089444887,non-beacon
192.168.230.226,157.239.12.161,3,537.060451,72898.14198110161,non-beacon
192.168.230.226,213.76.151.245,3,439.52425166666666,267765.75657380285,non-beacon
192.168.230.226,224.209.228.244,7,255.44784714285717,78681.43068387073,non-beacon
192.168.182.235,121.232.61.7,6,222.67937400000002,15724.354139126575,non-beacon
192.168.7.79,21.18.50.97,4,323.05201425,32317.122063534905,non-beacon
192.168.171.233,167.183.151.170,7,164.53367014285715,15744.537738417537,non-beacon
192.168.129.95,246.236.253.179,10,172.7609691,7543.20237313803,non-beacon
192.168.129.95,167.81.251.153,6,304.8491361666667,75576.8169642667,non-beacon
192.168.57.119,27.166.226.121,7,209.3973772857143,11030.673162433586,non-beacon
192.168.104.126,38.135.209.159,4,404.27881275,70315.1016089299,non-beacon
192.168.7.79,123.207.87.93,6,294.8931733333333,34820.151148337434,non-beacon
192.168.129.95,151.210.130.87,1,763.137713,0.0,non-beacon
192.168.90.169,5.121.95.151,8,236.60958349999999,80256.0643158246,non-beacon
192.168.48.57,224.209.228.244,6,305.9482058333333,21240.031429374398,non-beacon
192.168.129.95,103.192.145.243,7,213.74341071428572,15013.323603358405,non-beacon
192.168.7.79,150.10.223.167,8,243.921784125,38082.59075078755,non-beacon
192.168.129.95,162.160.133.38,4,454.30692325,30842.298026633278,non-beacon
192.168.104.126,179.117.223.69,6,177.96779,15159.418867209482,non-beacon
192.168.129.95,203.231.36.90,3,623.2610986666666,92098.15077784906,non-beacon
192.168.224.139,59.156.101.132,1,289.39138799999995,0.0,non-beacon
192.168.48.57,69.167.218.202,7,176.72015971428573,17664.244741775892,non-beacon
192.168.57.119,101.16.169.24,6,312.3603363333333,98205.40773062677,non-beacon
192.168.7.79,179.5.91.151,4,238.98637900000003,70540.05528804046,non-beacon
192.168.104.126,27.166.226.121,8,193.05845275,8889.084884559803,non-beacon
192.168.104.126,157.239.12.161,2,308.3860635,33623.857713824706,non-beacon
192.168.7.79,85.221.3.254,5,381.79904300000004,56273.15996054099,non-beacon
192.168.57.119,19.77.67.133,6,219.5060265,49325.53446941081,non-beacon
192.168.90.169,203.231.36.90,8,209.02791637500002,21287.933179367017,non-beacon
192.168.230.226,135.158.164.91,7,172.73510485714286,51735.70556351401,non-beacon
192.168.90.169,25.153.141.133,6,233.72840599999998,21242.203834163225,non-beacon
192.168.104.126,30.144.50.174,6,251.89594883333334,23907.85515068467,non-beacon
192.168.90.169,146.128.203.191,4,377.11243575,122190.56690943919,non-beacon
192.168.129.95,26.72.47.77,9,152.57067555555557,21424.85149874286,non-beacon
192.168.224.139,114.13.31.171,7,255.032277,70782.60793919083,non-beacon
192.168.224.139,153.167.209.16,7,232.27536471428576,32419.01063430912,non-beacon
192.168.230.226,70.205.241.102,3,378.77100900000005,53407.76782311337,non-beacon
192.168.48.57,237.124.204.127,5,193.6682066,7859.3739477135705,non-beacon
192.168.224.139,17.202.158.96,10,189.1608179,19624.956307049677,non-beacon
192.168.171.233,8.8.8.8,774,2.5780158888888893,0.15127097186159355,beacon
192.168.90.169,213.76.151.245,3,181.99949866666665,12135.486479491241,non-beacon
192.168.7.79,106.158.83.36,6,267.8283661666667,39621.47150577867,non-beacon
192.168.57.119,97.101.65.144,5,385.0079158,106408.88510654953,non-beacon
192.168.129.95,235.131.90.73,1,385.47621300000014,0.0,non-beacon
192.168.7.79,246.236.253.179,2,239.00560350000006,26271.83492666268,non-beacon
192.168.182.235,232.52.180.193,5,350.420199,34222.17483767258,non-beacon
192.168.90.169,160.169.111.191,2,190.71856649999998,17092.343978749173,non-beacon
192.168.129.95,29.79.223.76,7,186.39129442857143,27013.197174958095,non-beacon
192.168.230.226,235.131.90.73,8,218.16369162499998,71951.04603661406,non-beacon
192.168.57.119,26.72.47.77,4,328.98619725,83290.80151977038,non-beacon
192.168.7.79,69.167.218.202,3,84.97934400000001,4142.24426777344,non-beacon
192.168.129.95,153.167.209.16,5,348.41138420000004,140226.49003185157,non-beacon
192.168.90.169,50.21.198.225,1,1178.876489,0.0,non-beacon
192.168.48.57,219.13.68.28,3,318.905964,10118.529954235275,non-beacon
192.168.48.57,57.22.100.171,3,123.06707266666666,3413.2504429630244,non-beacon
192.168.230.226,153.167.209.16,6,256.99816,57229.70500038023,non-beacon
192.168.7.79,179.117.223.69,2,401.70829249999997,40533.78762369215,non-beacon
192.168.230.226,17.202.158.96,8,219.81450025,44109.28034405202,non-beacon
192.168.224.139,227.89.101.111,9,166.39725011111113,30379.424941669633,non-beacon
192.168.224.139,63.250.178.141,2,702.3547870000001,403280.88193599996,non-beacon
192.168.48.57,174.246.252.136,4,376.35556425,44651.030356744326,non-beacon
192.168.182.235,232.193.86.43,3,341.34840466666657,6806.815022520005,non-beacon
192.168.57.119,209.252.132.103,3,476.466797,91732.10978812538,non-beacon
192.168.182.235,21.167.96.146,6,151.0685685,9027.048971739068,non-beacon
192.168.129.95,106.158.83.36,5,322.788676,83251.89142858717,non-beacon
192.168.171.233,138.153.41.49,6,262.17270616666667,16458.206792942285,non-beacon
192.168.182.235,185.251.245.43,3,519.399218,456040.59788285155,non-beacon
192.168.7.79,209.119.207.147,4,378.58795,160144.86844421798,non-beacon
192.168.7.79,16.101.216.82,5,276.50703039999996,52236.48118177097,non-beacon
192.168.57.119,5.228.91.19,5,240.39793679999997,41317.91178855226,non-beacon
192.168.230.226,21.167.96.146,2,215.693534,2395.9563375290554,non-beacon
192.168.171.233,20.22.216.180,1,1696.607531,0.0,non-beacon
192.168.171.233,35.177.204.157,3,243.26506800000004,28577.77207077004,non-beacon
