Source IP,Destination IP,NumRepititions,AvgPeriod,PeriodVariance,label
192.168.254.48,6.49.171.182,6,259.56534400000004,55627.57847288307,non-beacon
192.168.25.172,77.151.86.153,4,167.9763185,17321.781992234246,non-beacon
192.168.81.250,108.210.57.106,8,208.777828375,32911.60252823123,non-beacon
192.168.81.250,141.86.200.179,4,278.59176025,164127.5241240383,non-beacon
192.168.24.200,30.89.68.95,4,92.5781125,11052.814734065138,non-beacon
192.168.181.162,179.231.162.142,4,429.74738725000003,38997.71876296277,non-beacon
192.168.254.48,2.204.92.158,3,503.55239,52140.81120078288,non-beacon
192.168.147.121,14.198.111.184,2,164.87445250000007,9101.272667748693,non-beacon
192.168.22.164,202.81.207.15,6,215.59079166666666,14211.433364657465,non-beacon
192.168.181.162,135.204.234.217,6,258.8083203333333,52783.500739830684,non-beacon
192.168.81.250,247.102.128.161,3,480.267174,35527.51241278116,non-beacon
192.168.25.172,169.194.192.182,4,136.1946405,13144.374461777426,non-beacon
192.168.25.172,226.146.10.29,3,337.6582466666667,78242.39019150886,non-beacon
192.168.254.48,208.148.24.208,2,631.6158665,81705.92594513271,non-beacon
192.168.254.48,131.182.236.9,8,244.84257025,39344.856173886474,non-beacon
192.168.181.162,132.17.188.129,2,22.316193,127.24683757987717,non-beacon
192.168.181.162,137.219.189.104,7,253.35670000000002,113369.73864707739,non-beacon
192.168.25.172,108.210.57.106,7,213.42709828571427,37186.66610838993,non-beacon
192.168.28.26,51.130.253.67,3,344.67056,26900.11656930577,non-beacon
192.168.25.172,53.184.213.73,5,214.92208339999996,24955.888111000113,non-beacon
192.168.81.250,97.210.92.120,6,296.09995783333335,49126.968048147224,non-beacon
192.168.22.164,244.167.178.65,5,345.59605419999997,88919.71665720353,non-beacon
192.168.57.99,128.102.52.42,6,282.3678665,56770.84844684967,non-beacon
192.168.24.200,6.49.171.182,4,411.60994424999996,190510.44037061438,non-beacon
192.168.147.121,171.93.120.9,6,204.98704466666663,31643.572959353038,non-beacon
192.168.147.121,184.188.76.68,8,206.631103875,23304.640563667308,non-beacon
192.168.22.164,132.17.188.129,8,201.69866900000002,18090.665514472046,non-beacon
192.168.24.200,194.4.155.138,4,251.47411750000003,60066.80046384111,non-beacon
192.168.254.48,227.189.2.45,5,354.870253,105917.81612466814,non-beacon
192.168.28.26,175.9.228.105,4,311.483905,25567.29956313112,non-beacon
192.168.81.250,87.147.35.37,5,310.16098479999994,22368.541043067962,non-beacon
192.168.181.162,194.4.155.138,2,503.297344,158395.9811974854,non-beacon
192.168.89.113,208.131.165.48,4,471.73522149999997,250880.50120250386,non-beacon
192.168.25.172,244.167.178.65,3,357.53970733333335,108460.81630078242,non-beacon
192.168.81.250,194.4.155.138,8,131.02755399999998,20682.578403794163,non-beacon
192.168.81.250,102.155.55.27,5,384.10590220000006,95396.51168066353,non-beacon
192.168.57.99,97.210.92.120,4,339.81725675,134545.79332943598,non-beacon
192.168.25.172,177.226.94.174,3,405.08514999999994,66854.03946611904,non-beacon
192.168.57.99,41.233.20.28,5,237.8269964,38054.329004947635,non-beacon
192.168.81.250,64.47.150.141,7,221.08028000000004,52785.29465817553,non-beacon
192.168.181.162,181.104.218.141,4,425.784482,68724.81124171223,non-beacon
192.168.181.162,79.93.160.14,3,486.9640636666666,111242.58328361285,non-beacon
192.168.89.113,151.144.168.16,6,328.0931865,77604.39703937822,non-beacon
192.168.89.113,175.9.228.105,3,265.0118296666667,29224.367650018463,non-beacon
192.168.25.172,6.65.86.12,6,256.40068,30605.405555941397,non-beacon
192.168.57.99,146.105.120.2,9,179.7752768888889,16905.628543106333,non-beacon
192.168.24.200,14.198.111.184,6,276.7302443333333,71658.8442654449,non-beacon
192.168.57.99,88.18.246.238,8,222.727387125,21528.244175111213,non-beacon
192.168.181.162,171.93.120.9,4,310.70225174999996,62201.93371857478,non-beacon
192.168.89.113,84.106.247.12,9,209.57383944444445,38405.873929526744,non-beacon
192.168.22.164,6.49.171.182,6,260.73048216666666,55806.09362833039,non-beacon
192.168.28.26,227.205.248.106,9,194.84356233333335,31464.14916602814,non-beacon
192.168.181.162,102.155.55.27,2,336.44825000000003,32617.962302878124,non-beacon
192.168.147.121,229.153.235.149,7,279.1788272857143,48313.162797278164,non-beacon
192.168.57.99,108.210.57.106,11,158.74378336363637,24577.680813235234,non-beacon
192.168.22.164,39.223.127.122,7,229.45371157142858,24969.287507664674,non-beacon
192.168.28.26,77.151.86.153,2,674.3298225,300994.09400549904,non-beacon
192.168.57.99,195.116.6.208,9,194.3462062222222,9694.23026699685,non-beacon
192.168.81.250,113.22.175.104,8,220.22438400000001,23078.11511474814,non-beacon
192.168.254.48,30.89.68.95,3,403.931885,142016.68332648938,non-beacon
192.168.254.48,87.44.19.186,10,187.3147605,13198.869353061647,non-beacon
192.168.254.48,165.85.0.13,7,153.896865,11009.607097401025,non-beacon
192.168.89.113,100.184.11.209,4,390.3004545,54434.116611239595,non-beacon
192.168.181.162,2.204.92.158,6,326.8849235,67693.21774658839,non-beacon
192.168.89.113,247.102.128.161,7,191.38607128571428,23175.513896948632,non-beacon
192.168.28.26,227.189.2.45,4,339.4196785,155700.80313117613,non-beacon
192.168.254.48,51.130.253.67,4,344.8283755,203692.24005299446,non-beacon
192.168.28.26,6.142.165.105,5,316.41577739999997,66045.20674938658,non-beacon
192.168.89.113,211.193.119.2,2,528.3047615,264027.1517724399,non-beacon
192.168.24.200,177.226.94.174,6,264.4002355,40399.68077466614,non-beacon
192.168.25.172,177.167.83.142,6,213.9831435,33550.94100703313,non-beacon
192.168.22.164,178.92.38.179,4,399.6655145,44591.17535097222,non-beacon
192.168.24.200,174.189.16.249,5,275.6209446,53278.34511053997,non-beacon
192.168.22.164,227.189.2.45,5,250.48268280000002,48806.05138333215,non-beacon
192.168.22.164,149.86.23.36,8,201.80242125,30140.874414106485,non-beacon
192.168.147.121,6.65.86.12,3,401.7962846666667,2873.0564916264034,non-beacon
192.168.81.250,41.233.20.28,5,287.1360028,34244.85839037758,non-beacon
192.168.22.164,169.194.192.182,5,352.7385652,29266.828129300113,non-beacon
192.168.57.99,225.82.175.127,6,291.4365496666666,58032.89593435723,non-beacon
192.168.147.121,252.89.31.172,6,242.3202921666667,135511.28937873163,non-beacon
192.168.57.99,102.155.55.27,6,293.3058976666667,245691.66477409503,non-beacon
192.168.25.172,51.138.16.219,3,352.18234299999995,11828.179261235293,non-beacon
192.168.57.99,79.243.19.102,4,185.10457474999998,43127.54979817923,non-beacon
192.168.254.48,141.86.200.179,2,498.30166299999996,166853.30757559068,non-beacon
192.168.57.99,151.23.138.223,1,762.103742,0.0,non-beacon
192.168.81.250,79.93.160.14,5,373.18319540000005,44460.08522977492,non-beacon
192.168.28.26,83.232.40.37,4,316.53764349999994,87546.29264824704,non-beacon
192.168.89.113,87.44.19.186,1,296.18833200000006,0.0,non-beacon
192.168.181.162,227.189.2.45,9,115.76238588888889,5950.538177763308,non-beacon
192.168.147.121,212.177.35.36,5,373.3947536,63719.43003928983,non-beacon
192.168.25.172,218.123.248.190,6,300.6589256666667,49539.05095704063,non-beacon
192.168.181.162,51.130.253.67,9,176.67025255555555,18856.24888665881,non-beacon
192.168.81.250,151.144.168.16,11,172.18371718181817,25084.782891427803,non-beacon
192.168.81.250,137.219.189.104,6,243.37773933333332,53314.544988403126,non-beacon
192.168.25.172,41.233.20.28,5,276.3583516,69655.57794255498,non-beacon
192.168.147.121,6.142.165.105,3,460.78692333333333,84883.0131422989,non-beacon
192.168.81.250,51.130.253.67,5,213.1514626,26022.800735990364,non-beacon
192.168.147.121,6.49.171.182,7,260.079355,20980.471946219102,non-beacon
192.168.254.48,211.193.119.2,7,227.507249,33579.50427740362,non-beacon
192.168.22.164,77.151.86.153,4,441.79652600000003,175219.57933720353,non-beacon
192.168.57.99,83.232.40.37,5,292.0427756,44535.13389234189,non-beacon
192.168.57.99,45.25.7.34,5,266.41977299999996,45038.889968974436,non-beacon
192.168.24.200,188.81.49.201,4,354.3618805,81810.11497228841,non-beacon
192.168.254.48,178.92.38.179,8,243.7515575,55291.89404231915,non-beacon
192.168.25.172,165.85.0.13,12,145.80907325,21793.713181278872,non-beacon
192.168.147.121,177.226.94.174,6,278.0953991666667,93381.43980678491,non-beacon
192.168.89.113,166.193.217.173,7,265.5074575714286,67456.2922705403,non-beacon
192.168.181.162,169.194.192.182,4,302.048642,148807.1968060447,non-beacon
192.168.147.121,240.172.168.43,5,315.7359134,105558.8691873957,non-beacon
192.168.24.200,12.62.171.178,3,370.224551,134523.48818770584,non-beacon
192.168.28.26,171.93.120.9,3,144.20676466666666,17374.203753831636,non-beacon
192.168.57.99,65.164.218.3,9,192.7476392222222,24880.68077550117,non-beacon
192.168.25.172,115.124.136.45,3,541.393091,37762.7342502005,non-beacon
192.168.28.26,205.77.237.75,1,385.16668400000003,0.0,non-beacon
192.168.57.99,18.18.187.145,3,289.9140826666666,10927.980803770648,non-beacon
192.168.28.26,165.85.0.13,6,231.90019066666665,28216.60214657367,non-beacon
192.168.24.200,202.81.207.15,8,221.331447375,61593.55820787275,non-beacon
192.168.22.164,51.130.253.67,3,520.6859693333333,16019.092467442466,non-beacon
192.168.25.172,107.19.17.76,8,222.37370875,13722.281814343238,non-beacon
192.168.81.250,146.105.120.2,5,282.3981006,28814.070803937117,non-beacon
192.168.22.164,115.124.136.45,5,121.39716159999998,16777.414478628045,non-beacon
192.168.181.162,177.167.83.142,12,143.4356235,32282.50368539296,non-beacon
192.168.28.26,18.18.187.145,4,428.89651975000004,30518.320899882303,non-beacon
192.168.57.99,64.47.150.141,4,300.39608275,121050.59159033632,non-beacon
192.168.81.250,163.129.244.23,8,181.830560625,69276.78086130712,non-beacon
192.168.89.113,171.238.243.187,5,318.4273726,83589.56585433488,non-beacon
192.168.57.99,2.204.92.158,6,227.70350266666665,76165.31478091683,non-beacon
192.168.89.113,58.228.61.96,5,204.15356960000003,17289.95032727849,non-beacon
192.168.254.48,252.89.31.172,4,373.763955,180145.0377454235,non-beacon
192.168.22.164,83.232.40.37,2,312.7428545,311.92637456640443,non-beacon
192.168.147.121,226.146.10.29,5,285.6188768,124877.54922750189,non-beacon
192.168.254.48,24.177.189.216,2,473.729286,95801.45917989973,non-beacon
192.168.57.99,51.130.253.67,3,447.99164799999994,174384.30533518907,non-beacon
192.168.89.113,96.121.140.114,5,349.8524148,54616.8421190397,non-beacon
192.168.254.48,177.226.94.174,4,361.2510725,51649.29200238113,non-beacon
192.168.57.99,54.101.21.71,7,245.82667199999997,29542.351762721453,non-beacon
192.168.254.48,240.172.168.43,5,226.78997500000006,67156.91125808022,non-beacon
192.168.181.162,88.18.246.238,3,324.1620076666667,29019.860186703852,non-beacon
192.168.181.162,75.195.213.119,7,242.24172314285713,73978.73286947474,non-beacon
192.168.28.26,174.189.16.249,7,280.1516812857143,30246.85786281111,non-beacon
192.168.24.200,51.138.16.219,8,227.28175062499997,57480.3388081375,non-beacon
192.168.25.172,227.189.2.45,5,383.58406019999995,61126.763086666426,non-beacon
192.168.147.121,58.228.61.96,6,145.61792483333332,10709.982519304442,non-beacon
192.168.28.26,51.138.16.219,3,309.3035073333333,24933.34080818774,non-beacon
192.168.24.200,117.226.41.45,5,355.0324032,100976.99878778677,non-beacon
192.168.57.99,181.104.218.141,4,190.49441000000002,20406.904218012558,non-beacon
192.168.22.164,14.198.111.184,7,267.52295542857144,122440.46495969556,non-beacon
192.168.89.113,41.209.2.150,8,215.22429725,30943.957908665947,non-beacon
192.168.22.164,137.219.189.104,2,229.207133,37248.960242010624,non-beacon
192.168.254.48,53.184.213.73,7,260.31240385714284,27606.831937217106,non-beacon
192.168.25.172,178.92.38.179,2,53.724047500000005,1126.8606744437711,non-beacon
192.168.24.200,6.65.86.12,4,226.38941574999998,41167.77103785138,non-beacon
192.168.25.172,84.106.247.12,4,246.7518335,85338.75391972973,non-beacon
192.168.28.26,157.85.231.91,10,152.64032830000002,13336.12922309715,non-beacon
192.168.24.200,151.23.138.223,2,828.552681,501160.3669009224,non-beacon
192.168.147.121,95.233.7.169,8,219.646789625,40023.26477311403,non-beacon
192.168.147.121,128.102.52.42,6,301.27689699999996,128334.55475461611,non-beacon
192.168.254.48,175.9.228.105,5,274.5407882,14294.847070382675,non-beacon
192.168.147.121,123.212.30.163,8,191.11766824999998,16586.454976955,non-beacon
192.168.147.121,117.226.41.45,3,423.0686173333333,27612.873415845203,non-beacon
192.168.28.26,169.194.192.182,6,290.77224616666666,129521.10382396817,non-beacon
192.168.28.26,88.18.246.238,1,1561.924681,0.0,non-beacon
192.168.89.113,107.19.17.76,9,187.34835600000002,16404.870232633464,non-beacon
192.168.254.48,218.123.248.190,4,268.1414815,62123.67807316467,non-beacon
192.168.24.200,79.243.19.102,2,164.55732700000004,1467.8151674297753,non-beacon
192.168.81.250,178.92.38.179,2,639.1982275,106384.67672272297,non-beacon
192.168.89.113,205.77.237.75,2,241.98264400000005,6919.419141838114,non-beacon
192.168.89.113,171.93.120.9,11,165.220142,29251.88717231507,non-beacon
192.168.28.26,111.115.204.105,7,236.65023171428575,43638.0546709331,non-beacon
192.168.147.121,169.194.192.182,4,314.46482575,81700.28254889787,non-beacon
192.168.89.113,123.212.30.163,5,340.0450456,59098.21606488887,non-beacon
192.168.22.164,2.243.30.0,2,673.592453,2890.8325435303677,non-beacon
192.168.147.121,115.124.136.45,7,200.94863357142853,22388.40203920515,non-beacon
192.168.24.200,87.147.35.37,8,100.82394712499999,11380.138388711828,non-beacon
192.168.254.48,202.81.207.15,3,593.9760923333333,139289.94017832217,non-beacon
192.168.22.164,252.89.31.172,5,199.73700459999998,18595.43501485766,non-beacon
192.168.147.121,151.144.168.16,4,410.72646424999994,167464.85550132988,non-beacon
192.168.22.164,45.25.7.34,11,162.62244318181817,10113.645595844568,non-beacon
192.168.25.172,111.115.204.105,6,195.7170135,26216.11624008152,non-beacon
192.168.28.26,198.155.42.64,4,425.507681,106746.29016393753,non-beacon
192.168.147.121,157.85.231.91,5,160.98273780000002,23086.48973201724,non-beacon
192.168.57.99,229.153.235.149,5,305.5004152,98766.84706381892,non-beacon
192.168.28.26,146.105.120.2,4,341.812097,114970.25848916768,non-beacon
192.168.181.162,65.164.218.3,3,409.8850049999999,8445.562750096777,non-beacon
192.168.28.26,123.212.30.163,3,223.63667266666667,41603.94412479352,non-beacon
192.168.147.121,88.18.246.238,3,389.398995,77582.70552602068,non-beacon
192.168.81.250,24.177.189.216,7,254.94668300000004,42113.92353722126,non-beacon
192.168.254.48,107.19.17.76,7,238.6101842857143,29921.755317113963,non-beacon
192.168.147.121,137.219.189.104,6,312.721857,73884.31344583732,non-beacon
192.168.57.99,194.4.155.138,6,203.6838405,20029.76097211919,non-beacon
192.168.181.162,45.25.7.34,6,287.9232398333333,49094.17208640936,non-beacon
192.168.24.200,58.228.61.96,2,349.70336900000007,103066.52493253947,non-beacon
192.168.25.172,188.81.49.201,7,176.85028757142854,22882.56163923515,non-beacon
192.168.89.113,131.182.236.9,8,230.43667324999998,86728.65669999122,non-beacon
192.168.89.113,194.4.155.138,4,328.07486525,32117.99857639466,non-beacon
192.168.181.162,16.189.87.239,6,300.975658,26706.00558769041,non-beacon
192.168.81.250,41.209.2.150,4,293.4453035,41046.44265598821,non-beacon
192.168.22.164,194.4.155.138,5,252.87834540000003,58510.25116214393,non-beacon
192.168.81.250,54.101.21.71,4,337.94871900000004,79590.24609376083,non-beacon
192.168.22.164,188.81.49.201,8,214.21452475,15951.726102216628,non-beacon
192.168.57.99,78.241.137.53,7,246.9867055714286,39580.84336013199,non-beacon
192.168.25.172,194.4.155.138,3,581.9895903333334,58082.20874832929,non-beacon
192.168.81.250,135.130.205.67,4,386.59827249999995,66696.81131332861,non-beacon
192.168.181.162,54.101.21.71,5,339.5762154,43207.53264448749,non-beacon
192.168.254.48,163.129.244.23,7,262.04391842857143,80257.66240887945,non-beacon
192.168.22.164,205.77.237.75,7,236.819992,8738.67550943757,non-beacon
192.168.254.48,64.47.150.141,2,740.2802175,233588.12450436925,non-beacon
192.168.89.113,102.155.55.27,7,264.3447547142857,47453.14230465334,non-beacon
192.168.147.121,247.102.128.161,3,437.087517,33263.09700051373,non-beacon
192.168.22.164,218.123.248.190,5,312.7494284,60506.378366837394,non-beacon
192.168.181.162,53.184.213.73,3,418.1897206666667,94013.34719202267,non-beacon
192.168.147.121,227.189.2.45,3,262.6036723333333,536.5862572957159,non-beacon
192.168.181.162,64.47.150.141,4,265.38435125,18081.898452486945,non-beacon
192.168.89.113,153.12.91.58,4,424.45145125,48146.50902714192,non-beacon
192.168.25.172,12.62.171.178,7,248.4417464285714,25629.657837728268,non-beacon
192.168.89.113,178.92.38.179,8,221.44803125,45841.26948565342,non-beacon
192.168.81.250,229.153.235.149,5,320.98621160000005,65764.31769525785,non-beacon
192.168.57.99,179.231.162.142,4,335.5855685,50157.479867729366,non-beacon
192.168.89.113,79.93.160.14,6,258.92359166666665,92188.65962509533,non-beacon
192.168.25.172,98.220.240.8,7,263.7594838571428,48137.16983529494,non-beacon
192.168.81.250,171.93.120.9,11,159.7312850909091,16507.3740120313,non-beacon
192.168.147.121,30.89.68.95,6,240.680521,21061.467668972426,non-beacon
192.168.22.164,195.116.6.208,4,192.800446,11955.798517704869,non-beacon
192.168.57.99,14.198.111.184,2,416.94044299999996,161797.43110298418,non-beacon
192.168.22.164,165.85.0.13,4,301.4152465,45989.15277881753,non-beacon
192.168.28.26,212.177.35.36,5,328.1490256,40105.52107511218,non-beacon
192.168.24.200,151.144.168.16,5,265.49582219999996,62346.34044133029,non-beacon
192.168.81.250,240.172.168.43,2,274.96085299999993,337.57300838559945,non-beacon
192.168.22.164,79.243.19.102,2,792.206908,402972.73618738493,non-beacon
192.168.24.200,41.233.20.28,3,562.4068293333333,269875.32144379144,non-beacon
192.168.57.99,77.151.86.153,5,257.9677586,45736.60320783149,non-beacon
192.168.81.250,6.142.165.105,3,273.16653533333334,14114.235628588956,non-beacon
192.168.25.172,65.164.218.3,5,225.99053919999997,6456.374842265734,non-beacon
192.168.254.48,32.80.76.81,8,240.596041625,40550.56742618961,non-beacon
192.168.25.172,171.93.120.9,3,308.59467366666667,37306.5239091527,non-beacon
192.168.25.172,16.189.87.239,6,288.81319016666663,44765.24383263162,non-beacon
192.168.28.26,244.167.178.65,2,223.621806,13189.204054947591,non-beacon
192.168.254.48,58.228.61.96,8,208.610254875,28776.479953934344,non-beacon
192.168.81.250,128.102.52.42,11,174.6066481818182,92592.61427139129,non-beacon
192.168.57.99,205.77.237.75,5,352.14608119999997,83088.41438472898,non-beacon
192.168.89.113,24.177.189.216,3,290.08879733333333,11151.642071303204,non-beacon
192.168.147.121,208.131.165.48,2,989.919235,240113.9240418672,non-beacon
192.168.25.172,45.25.7.34,3,406.22648366666664,99105.96853452083,non-beacon
192.168.22.164,233.42.72.144,7,215.78400000000002,27595.158227020846,non-beacon
192.168.25.172,83.232.40.37,4,425.528359,63832.764335692445,non-beacon
192.168.24.200,212.177.35.36,6,182.43183199999999,30445.698358735317,non-beacon
192.168.22.164,51.138.16.219,8,204.18983425000002,61110.25839548026,non-beacon
192.168.22.164,2.204.92.158,3,113.50265833333333,10326.981036709773,non-beacon
192.168.147.121,141.86.200.179,9,170.32376555555555,79716.43660020258,non-beacon
192.168.22.164,117.226.41.45,6,243.987754,25214.376708899767,non-beacon
192.168.254.48,18.18.187.145,11,163.31198236363636,13979.860579992126,non-beacon
192.168.28.26,2.243.30.0,1,1875.636915,0.0,non-beacon
192.168.28.26,41.233.20.28,9,178.01783522222223,42231.269377787794,non-beacon
192.168.181.162,165.85.0.13,2,605.0065219999999,184586.8080770775,non-beacon
192.168.24.200,102.155.55.27,4,383.417622,11410.63088832688,non-beacon
192.168.254.48,79.93.160.14,3,385.7687746666666,62514.801900989325,non-beacon
192.168.81.250,225.82.175.127,5,341.0138204,57333.51406932211,non-beacon
192.168.89.113,135.130.205.67,6,205.6861688333333,29773.710386090297,non-beacon
192.168.181.162,227.205.248.106,8,216.64096175,38121.530588522925,non-beacon
192.168.28.26,194.4.155.138,7,208.37619842857143,24280.073485332796,non-beacon
192.168.89.113,88.18.246.238,8,170.849179625,37569.440242740886,non-beacon
192.168.181.162,225.82.175.127,5,247.9079342,28988.940124574146,non-beacon
192.168.147.121,218.123.248.190,3,255.58492833333332,25944.07413390872,non-beacon
192.168.89.113,53.184.213.73,6,245.19757616666666,37355.791094335735,non-beacon
192.168.89.113,75.195.213.119,6,278.02999616666665,33527.04267331879,non-beacon
192.168.81.250,12.62.171.178,2,842.058826,398774.5568292521,non-beacon
192.168.147.121,146.203.27.213,6,231.14640416666666,26978.030070160366,non-beacon
192.168.28.26,87.44.19.186,5,358.7150886,41962.48066380315,non-beacon
192.168.147.121,108.210.57.106,7,174.78341757142857,52008.936117115896,non-beacon
192.168.254.48,123.212.30.163,5,265.39936520000003,40091.208424478886,non-beacon
192.168.24.200,166.193.217.173,8,179.809002625,30713.102764056388,non-beacon
192.168.89.113,181.104.218.141,4,371.36251875,149457.84943234906,non-beacon
192.168.147.121,194.4.155.138,1,1356.245048,0.0,non-beacon
192.168.22.164,175.9.228.105,7,224.1566527142857,20814.831943566776,non-beacon
192.168.22.164,87.147.35.37,10,179.02413159999998,28501.27699600061,non-beacon
192.168.24.200,131.182.236.9,5,314.08771,50177.89870816319,non-beacon
192.168.89.113,218.123.248.190,7,247.97564428571428,43912.20558445032,non-beacon
192.168.25.172,179.231.162.142,11,164.67689027272726,18835.05269820111,non-beacon
192.168.81.250,252.89.31.172,3,531.1782106666667,398207.3627342397,non-beacon
192.168.181.162,115.124.136.45,4,259.012854,47392.65603465183,non-beacon
192.168.28.26,132.17.188.129,2,615.9371155,168016.88154719482,non-beacon
192.168.22.164,96.121.140.114,6,308.53102716666666,81169.61987639796,non-beacon
192.168.25.172,247.102.128.161,3,384.0246486666667,13519.358408845,non-beacon
192.168.254.48,115.124.136.45,4,341.12002325000003,29049.484641320334,non-beacon
192.168.22.164,32.80.76.81,3,340.4024696666667,68268.58268313819,non-beacon
192.168.22.164,208.148.24.208,4,383.5286585,107652.4214334806,non-beacon
192.168.181.162,107.19.17.76,4,256.08265525,16800.42098030341,non-beacon
192.168.81.250,16.189.87.239,3,220.18936966666664,12742.317268074547,non-beacon
192.168.147.121,181.104.218.141,13,122.58351076923076,22901.765269234304,non-beacon
